0-9,0-9,module,MGS_Brand
Search brand here...,Search brand here...,module,MGS_Brand
Search,Search,module,MGS_Brand
Reset,Reset,module,MGS_Brand
There are no brands matching the selection.,There are no brands matching the selection.,module,MGS_Brand
Choose Page to Import,Choose Page to Import,module,MGS_ClaueTheme
Please wait...,Please wait...,module,MGS_ClaueTheme
Import,Import,module,MGS_ClaueTheme
Import %1's Static Blocks,Import %1's Static Blocks,module,MGS_ClaueTheme
Have no static block to import,Have no static block to import,module,MGS_ClaueTheme
We can't upload the file right now.,We can't upload the file right now.,module,MGS_ClaueTheme
Claue theme has been successfully activated.,Claue theme has been successfully activated.,module,MGS_ClaueTheme
Claue theme has not been activated,Claue theme has not been activated,module,MGS_ClaueTheme
Gallery List,Gallery List,module,MGS_ExtraGallery
Gallery Grid,Gallery Grid,module,MGS_ExtraGallery
Top Site Slide,Top Site Slide,module,MGS_ExtraGallery
Vertical Thumbnail,Vertical Thumbnail,module,MGS_ExtraGallery
Horizontal Thumbnail,Horizontal Thumbnail,module,MGS_ExtraGallery
No Thumbnail,No Thumbnail,module,MGS_ExtraGallery
Hover Zoom,Hover Zoom,module,MGS_ExtraGallery
Light Box,Light Box,module,MGS_ExtraGallery
Use Default Setting,Use Default Setting,module,MGS_ExtraGallery
Video,Video,module,MGS_ExtraGallery
Are you sure you want to use this account to create front-end builder account ?,Are you sure you want to use this account to create front-end builder account ?,module,MGS_Fbuilder
Front-end Builder Account,Front-end Builder Account,module,MGS_Fbuilder
Active,Active,module,MGS_Fbuilder
Refresh Data Images,Refresh Data Images,module,MGS_Fbuilder
Please wait...,Please wait...,module,MGS_Fbuilder
Delete,Delete,module,MGS_Fbuilder
Delete All,Delete All,module,MGS_Fbuilder
Choose Page to Export,Choose Page to Export,module,MGS_Fbuilder
Export,Export,module,MGS_Fbuilder
Choose Page to Import,Choose Page to Import,module,MGS_Fbuilder
Import,Import,module,MGS_Fbuilder
Install %1 theme,Install %1 theme,module,MGS_Fbuilder
Choose Page to Restore,Choose Page to Restore,module,MGS_Fbuilder
Choose Version to Restore,Choose Version to Restore,module,MGS_Fbuilder
Restore,Restore,module,MGS_Fbuilder
Edit,Edit,module,MGS_Fbuilder
Move Block,Move Block,module,MGS_Fbuilder
Copy,Copy,module,MGS_Fbuilder
Change column setting,Change column setting,module,MGS_Fbuilder
Are you sure you would like to remove this block?,Are you sure you would like to remove this block?,module,MGS_Fbuilder
Delete Block,Delete Block,module,MGS_Fbuilder
Move Up,Move Up,module,MGS_Fbuilder
Move Down,Move Down,module,MGS_Fbuilder
Edit Section,Edit Section,module,MGS_Fbuilder
Duplicate Section,Duplicate Section,module,MGS_Fbuilder
Are you sure you would like to duplicate this section?,Are you sure you would like to duplicate this section?,module,MGS_Fbuilder
Delete Section,Delete Section,module,MGS_Fbuilder
Are you sure you would like to remove this section?,Are you sure you would like to remove this section?,module,MGS_Fbuilder
Front-end Builder,Front-end Builder,module,MGS_Fbuilder
Successfully updated product description,Successfully updated product description,module,MGS_Fbuilder
The account with same email already exists on %1,The account with same email already exists on %1,module,MGS_Fbuilder
Front-end Builder account have been created for website %1.,Front-end Builder account have been created for website %1.,module,MGS_Fbuilder
Successfully deleted the file.,Successfully deleted the file.,module,MGS_Fbuilder
Successfully deleted ,Successfully deleted ,module,MGS_Fbuilder
 files, files,module,MGS_Fbuilder
Something went wrong while deleting the file.,Something went wrong while deleting the file.,module,MGS_Fbuilder
Successfully deleted all the files.,Successfully deleted all the files.,module,MGS_Fbuilder
Something went wrong while deleting the files.,Something went wrong while deleting the files.,module,MGS_Fbuilder
Have no page to export,Have no page to export,module,MGS_Fbuilder
Can not upload file.,Can not upload file.,module,MGS_Fbuilder
Cannot import page,Cannot import page,module,MGS_Fbuilder
Have no page to import,Have no page to import,module,MGS_Fbuilder
Successfully updated category description,Successfully updated category description,module,MGS_Fbuilder
Can not update this block !,Can not update this block !,module,MGS_Fbuilder
Can not delete this block !,Can not delete this block !,module,MGS_Fbuilder
You saved the Text content block. Please wait for page reload.,You saved the Text content block. Please wait for page reload.,module,MGS_Fbuilder
"You saved the ""OWL Carousel Slider"" block. Please wait for page reload.","You saved the ""OWL Carousel Slider"" block. Please wait for page reload.",module,MGS_Fbuilder
You have not add any images to slider.,You have not add any images to slider.,module,MGS_Fbuilder
"You saved the ""New Products"" block. Please wait for page reload.","You saved the ""New Products"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Products by Attribute"" block. Please wait for page reload.","You saved the ""Products by Attribute"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Sale Products"" block. Please wait for page reload.","You saved the ""Sale Products"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Top Rate Products"" block. Please wait for page reload.","You saved the ""Top Rate Products"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Category Products"" block. Please wait for page reload.","You saved the ""Category Products"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Deals"" block. Please wait for page reload.","You saved the ""Deals"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Product Tabs"" block. Please wait for page reload.","You saved the ""Product Tabs"" block. Please wait for page reload.",module,MGS_Fbuilder
You have not add any tabs.,You have not add any tabs.,module,MGS_Fbuilder
"You saved the ""Single Product"" block. Please wait for page reload.","You saved the ""Single Product"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Facebook Fanbox"" block. Please wait to reload page.","You saved the ""Facebook Fanbox"" block. Please wait to reload page.",module,MGS_Fbuilder
"You saved the ""Twitter Timeline"" block. Please wait to reload page.","You saved the ""Twitter Timeline"" block. Please wait to reload page.",module,MGS_Fbuilder
"You saved the ""Instagram"" block. Please wait to reload page.","You saved the ""Instagram"" block. Please wait to reload page.",module,MGS_Fbuilder
"You saved the ""Instagram Shop"" block. Please wait to reload page.","You saved the ""Instagram Shop"" block. Please wait to reload page.",module,MGS_Fbuilder
"You saved the ""Category List"" block. Please wait to reload page.","You saved the ""Category List"" block. Please wait to reload page.",module,MGS_Fbuilder
"You saved the ""Accordion"" block. Please wait for page reload.","You saved the ""Accordion"" block. Please wait for page reload.",module,MGS_Fbuilder
You have not add any content for Accordion.,You have not add any content for Accordion.,module,MGS_Fbuilder
"You saved the ""Video"" block. Please wait for page reload.","You saved the ""Video"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Google Map"" block. Please wait for page reload.","You saved the ""Google Map"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Promo Banner"" block. Please wait for page reload.","You saved the ""Promo Banner"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Profile"" block. Please wait for page reload.","You saved the ""Profile"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Content Box"" block. Please wait for page reload.","You saved the ""Content Box"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Counter Box"" block. Please wait for page reload.","You saved the ""Counter Box"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Countdown Box"" block. Please wait for page reload.","You saved the ""Countdown Box"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Progress Bar"" block. Please wait for page reload.","You saved the ""Progress Bar"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Progress Circle"" block. Please wait for page reload.","You saved the ""Progress Circle"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Divider"" block. Please wait for page reload.","You saved the ""Divider"" block. Please wait for page reload.",module,MGS_Fbuilder
No timeline to create chart.,No timeline to create chart.,module,MGS_Fbuilder
No segment to create chart.,No segment to create chart.,module,MGS_Fbuilder
"You saved the ""Chart"" block. Please wait for page reload.","You saved the ""Chart"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Heading"" block. Please wait for page reload.","You saved the ""Heading"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""List"" block. Please wait for page reload.","You saved the ""List"" block. Please wait for page reload.",module,MGS_Fbuilder
Have no item to save.,Have no item to save.,module,MGS_Fbuilder
"You saved the ""Lookbook"" block. Please wait for page reload.","You saved the ""Lookbook"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Lookbook Slider"" block. Please wait for page reload.","You saved the ""Lookbook Slider"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Latest Post"" block. Please wait for page reload.","You saved the ""Latest Post"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Portfolio"" block. Please wait for page reload.","You saved the ""Portfolio"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Testimonial"" block. Please wait for page reload.","You saved the ""Testimonial"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Image"" block. Please wait for page reload.","You saved the ""Image"" block. Please wait for page reload.",module,MGS_Fbuilder
Have no button to save.,Have no button to save.,module,MGS_Fbuilder
"You saved the ""Button"" block. Please wait for page reload.","You saved the ""Button"" block. Please wait for page reload.",module,MGS_Fbuilder
Have no content to save.,Have no content to save.,module,MGS_Fbuilder
"You saved the ""Table"" block. Please wait for page reload.","You saved the ""Table"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Masonry"" block. Please wait for page reload.","You saved the ""Masonry"" block. Please wait for page reload.",module,MGS_Fbuilder
Have no image to add to gallery.,Have no image to add to gallery.,module,MGS_Fbuilder
"You saved the ""Tabs"" block. Please wait for page reload.","You saved the ""Tabs"" block. Please wait for page reload.",module,MGS_Fbuilder
Have no tabs to save.,Have no tabs to save.,module,MGS_Fbuilder
Have no content for popup.,Have no content for popup.,module,MGS_Fbuilder
"You saved the ""Modal Popup"" block. Please wait for page reload.","You saved the ""Modal Popup"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Form"" block. Please wait for page reload.","You saved the ""Form"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Lottie Animation"" block. Please wait for page reload.","You saved the ""Lottie Animation"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved the ""Banner Slider"" block. Please wait for page reload.","You saved the ""Banner Slider"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved ""Blog posts"" block. Please wait for page reload.","You saved ""Blog posts"" block. Please wait for page reload.",module,MGS_Fbuilder
You saved Countdown Timer block. Please wait for page reload.,You saved Countdown Timer block. Please wait for page reload.,module,MGS_Fbuilder
"You saved ""Countdown Timer"" block. Please wait for page reload.","You saved ""Countdown Timer"" block. Please wait for page reload.",module,MGS_Fbuilder
Have no brand to display.,Have no brand to display.,module,MGS_Fbuilder
"You saved ""Brand"" block. Please wait for page reload.","You saved ""Brand"" block. Please wait for page reload.",module,MGS_Fbuilder
"You saved ""Product Slider"" block. Please wait for page reload.","You saved ""Product Slider"" block. Please wait for page reload.",module,MGS_Fbuilder
You duplicated the section.,You duplicated the section.,module,MGS_Fbuilder
Incorrect CAPTCHA.,Incorrect CAPTCHA.,module,MGS_Fbuilder
Not allow extension .%1 for %2. Allowed extensions: %3,Not allow extension .%1 for %2. Allowed extensions: %3,module,MGS_Fbuilder
Add New Block,Add New Block,module,MGS_Fbuilder
Paste Copied Block,Paste Copied Block,module,MGS_Fbuilder
You duplicated the block.,You duplicated the block.,module,MGS_Fbuilder
You saved the %1 information.,You saved the %1 information.,module,MGS_Fbuilder
Something went wrong while saving the %1.,Something went wrong while saving the %1.,module,MGS_Fbuilder
Can not find section to delete.,Can not find section to delete.,module,MGS_Fbuilder
This section no longer exists.,This section no longer exists.,module,MGS_Fbuilder
You saved the section. Please wait to reload page.,You saved the section. Please wait to reload page.,module,MGS_Fbuilder
You saved the Block. Please wait to reload page.,You saved the Block. Please wait to reload page.,module,MGS_Fbuilder
Please add content.,Please add content.,module,MGS_Fbuilder
Can not find block id.,Can not find block id.,module,MGS_Fbuilder
Validate,Validate,module,MGS_Fbuilder
Number Only,Number Only,module,MGS_Fbuilder
Letter Only,Letter Only,module,MGS_Fbuilder
Number Or Letter,Number Or Letter,module,MGS_Fbuilder
Email,Email,module,MGS_Fbuilder
Url,Url,module,MGS_Fbuilder
Identifier,Identifier,module,MGS_Fbuilder
0 Or Greater,0 Or Greater,module,MGS_Fbuilder
Greater Than 0,Greater Than 0,module,MGS_Fbuilder
Allow Extensions,Allow Extensions,module,MGS_Fbuilder
Options,Options,module,MGS_Fbuilder
Comma-separated.,Comma-separated.,module,MGS_Fbuilder
Something went wrong while getting the image url.,Something went wrong while getting the image url.,module,MGS_Fbuilder
You saved the page.,You saved the page.,module,MGS_Fbuilder
Something went wrong while saving the page.,Something went wrong while saving the page.,module,MGS_Fbuilder
Have no content to import,Have no content to import,module,MGS_Fbuilder
Low Resolution,Low Resolution,module,MGS_Fbuilder
Thumbnail,Thumbnail,module,MGS_Fbuilder
Standard Resolution,Standard Resolution,module,MGS_Fbuilder
Use Image,Use Image,module,MGS_Fbuilder
Use Font Icon,Use Font Icon,module,MGS_Fbuilder
name,name,module,MGS_Fbuilder
description,description,module,MGS_Fbuilder
Copy Description Template,Copy Description Template,module,MGS_Fbuilder
Source:,Source:,module,MGS_Fbuilder
Check,Check,module,MGS_Fbuilder
Apply,Apply,module,MGS_Fbuilder
Use this user information to create Front-end Builder account.,Use this user information to create Front-end Builder account.,module,MGS_Fbuilder
Copy Desctiption Template,Copy Desctiption Template,module,MGS_Fbuilder
Add New Section,Add New Section,module,MGS_Fbuilder
Select Block,Select Block,module,MGS_Fbuilder
Static Content,Static Content,module,MGS_Fbuilder
Heading,Heading,module,MGS_Fbuilder
Text content & Images,Text content & Images,module,MGS_Fbuilder
Images,Images,module,MGS_Fbuilder
OWL Carousel Slider,OWL Carousel Slider,module,MGS_Fbuilder
Masonry Gallery,Masonry Gallery,module,MGS_Fbuilder
Promo Banner,Promo Banner,module,MGS_Fbuilder
Profile,Profile,module,MGS_Fbuilder
Accordion,Accordion,module,MGS_Fbuilder
Video,Video,module,MGS_Fbuilder
Google Map,Google Map,module,MGS_Fbuilder
Content Box,Content Box,module,MGS_Fbuilder
Counter Box,Counter Box,module,MGS_Fbuilder
Countdown Box,Countdown Box,module,MGS_Fbuilder
Chart,Chart,module,MGS_Fbuilder
Progress Bar,Progress Bar,module,MGS_Fbuilder
Progress Circle,Progress Circle,module,MGS_Fbuilder
Divider,Divider,module,MGS_Fbuilder
List,List,module,MGS_Fbuilder
Button,Button,module,MGS_Fbuilder
Table,Table,module,MGS_Fbuilder
Tabs,Tabs,module,MGS_Fbuilder
Modal Popup,Modal Popup,module,MGS_Fbuilder
Form,Form,module,MGS_Fbuilder
Catalog,Catalog,module,MGS_Fbuilder
Category List,Category List,module,MGS_Fbuilder
Category Products,Category Products,module,MGS_Fbuilder
New Products,New Products,module,MGS_Fbuilder
Products by Attribute,Products by Attribute,module,MGS_Fbuilder
Sale Products,Sale Products,module,MGS_Fbuilder
Top Rate Products,Top Rate Products,module,MGS_Fbuilder
Deals,Deals,module,MGS_Fbuilder
Product Tabs,Product Tabs,module,MGS_Fbuilder
Single Product,Single Product,module,MGS_Fbuilder
Social,Social,module,MGS_Fbuilder
Facebook Fanbox,Facebook Fanbox,module,MGS_Fbuilder
Twitter Timeline,Twitter Timeline,module,MGS_Fbuilder
Instagram,Instagram,module,MGS_Fbuilder
Instagram Shop,Instagram Shop,module,MGS_Fbuilder
Extensions,Extensions,module,MGS_Fbuilder
Lookbook,Lookbook,module,MGS_Fbuilder
Lookbook Slider,Lookbook Slider,module,MGS_Fbuilder
Latest Post,Latest Post,module,MGS_Fbuilder
Portfolio,Portfolio,module,MGS_Fbuilder
Testimonial,Testimonial,module,MGS_Fbuilder
Mageplaza Extensions,Mageplaza Extensions,module,MGS_Fbuilder
Here are the extensions from Mageplaza that we recommend you use:,Here are the extensions from Mageplaza that we recommend you use:,module,MGS_Fbuilder
Banner Slider,Banner Slider,module,MGS_Fbuilder
Blog Post,Blog Post,module,MGS_Fbuilder
Countdown Timer,Countdown Timer,module,MGS_Fbuilder
Daily Deal,Daily Deal,module,MGS_Fbuilder
